L0	L1	L2	L3	L4	L5
X73.99	X73.9	X73	X60-X84	V01-Y98	*
D40.0	D40.0	D40	D37-D48	C00-D48	*
W14.04	W14.0	W14	W00-W19	V01-Y98	*
X37.70	X37.7	X37	X30-X39	V01-Y98	*
Y16.98	Y16.9	Y16	Y10-Y34	V01-Y98	*
B71.9	B71.9	B71	B65-B83	A00-B99	*
G90	G90	G90	G90-G99	G00-G99	*
X01.82	X01.8	X01	X00-X09	V01-Y98	*
V33.78	V33.7	V33	V30-V39	V01-Y98	*
V69.20	V69.2	V69	V60-V69	V01-Y98	*
S30.2	S30.2	S30	S30-S39	S00-T98	*
S00	S00	S00	S00-S09	S00-T98	*
X33.4	X33.4	X33	X30-X39	V01-Y98	*
M41.9	M41.9	M41	M40-M43	M00-M99	*
X10.53	X10.5	X10	X10-X19	V01-Y98	*
X74.72	X74.7	X74	X60-X84	V01-Y98	*
Y06.88	Y06.8	Y06	X85-Y09	V01-Y98	*
M84.9	M84.9	M84	M80-M85	M00-M99	*
Q75.0	Q75.0	Q75	Q65-Q79	Q00-Q99	*
Z87.7	Z87.7	Z87	Z80-Z99	Z00-Z99	*
V79.61	V79.6	V79	V70-V79	V01-Y98	*
X23.91	X23.9	X23	X20-X29	V01-Y98	*
Y03.39	Y03.3	Y03	X85-Y09	V01-Y98	*
W76.82	W76.8	W76	W75-W84	V01-Y98	*
J84.0	J84.0	J84	J80-J84	J00-J99	*
W53.1	W53.1	W53	W50-W64	V01-Y98	*
V87.08	V87.0	V87	V80-V89	V01-Y98	*
Y04.53	Y04.5	Y04	X85-Y09	V01-Y98	*
M99.8	M99.8	M99	M95-M99	M00-M99	*
Z50.0	Z50.0	Z50	Z40-Z54	Z00-Z99	*
V56.43	V56.4	V56	V50-V59	V01-Y98	*
V12.33	V12.3	V12	V10-V19	V01-Y98	*
X27.30	X27.3	X27	X20-X29	V01-Y98	*
Y12.80	Y12.8	Y12	Y10-Y34	V01-Y98	*
L23.9	L23.9	L23	L20-L30	L00-L99	*
V83.31	V83.3	V83	V80-V89	V01-Y98	*
X64.58	X64.5	X64	X60-X84	V01-Y98	*
Q90-Q99	Q90-Q99	Q90-Q99	Q90-Q99	Q00-Q99	*
V41.58	V41.5	V41	V40-V49	V01-Y98	*
Q31.1	Q31.1	Q31	Q30-Q34	Q00-Q99	*
V42.29	V42.2	V42	V40-V49	V01-Y98	*
W91.34	W91.3	W91	W85-W99	V01-Y98	*
X52.21	X52.2	X52	X50-X57	V01-Y98	*
W05.59	W05.5	W05	W00-W19	V01-Y98	*
W51.09	W51.0	W51	W50-W64	V01-Y98	*
W65.3	W65.3	W65	W65-W74	V01-Y98	*
X54.29	X54.2	X54	X50-X57	V01-Y98	*
X59.91	X59.9	X59	X58-X59	V01-Y98	*
L20-L30	L20-L30	L20-L30	L20-L30	L00-L99	*
Q65.8	Q65.8	Q65	Q65-Q79	Q00-Q99	*
X16.63	X16.6	X16	X10-X19	V01-Y98	*
W41.42	W41.4	W41	W20-W49	V01-Y98	*
X47.02	X47.0	X47	X40-X49	V01-Y98	*
W80.48	W80.4	W80	W75-W84	V01-Y98	*
V65.44	V65.4	V65	V60-V69	V01-Y98	*
V54.38	V54.3	V54	V50-V59	V01-Y98	*
R34	R34	R34	R30-R39	R00-R99	*
C78.5	C78.5	C78	C76-C80	C00-D48	*
W40.61	W40.6	W40	W20-W49	V01-Y98	*
Z70.2	Z70.2	Z70	Z70-Z76	Z00-Z99	*
K57.1	K57.1	K57	K55-K63	K00-K93	*
Y29.68	Y29.6	Y29	Y10-Y34	V01-Y98	*
W41.73	W41.7	W41	W20-W49	V01-Y98	*
X88.14	X88.1	X88	X85-Y09	V01-Y98	*
X08.03	X08.0	X08	X00-X09	V01-Y98	*
X22.03	X22.0	X22	X20-X29	V01-Y98	*
V47.38	V47.3	V47	V40-V49	V01-Y98	*
R78.9	R78.9	R78	R70-R79	R00-R99	*
X63.03	X63.0	X63	X60-X84	V01-Y98	*
V91.29	V91.2	V91	V90-V94	V01-Y98	*
R10.1	R10.1	R10	R10-R19	R00-R99	*
S05.8	S05.8	S05	S00-S09	S00-T98	*
X66.69	X66.6	X66	X60-X84	V01-Y98	*
W75.93	W75.9	W75	W75-W84	V01-Y98	*
W84.14	W84.1	W84	W75-W84	V01-Y98	*
N48.8	N48.8	N48	N40-N51	N00-N99	*
Q97.2	Q97.2	Q97	Q90-Q99	Q00-Q99	*
R78.4	R78.4	R78	R70-R79	R00-R99	*
T70.4	T70.4	T70	T66-T78	S00-T98	*
X65.79	X65.7	X65	X60-X84	V01-Y98	*
X00	X00	X00	X00-X09	V01-Y98	*
X72.19	X72.1	X72	X60-X84	V01-Y98	*
V06.93	V06.9	V06	V01-V09	V01-Y98	*
Y25.10	Y25.1	Y25	Y10-Y34	V01-Y98	*
V88.38	V88.3	V88	V80-V89	V01-Y98	*
X33.50	X33.5	X33	X30-X39	V01-Y98	*
W64.19	W64.1	W64	W50-W64	V01-Y98	*
V87.02	V87.0	V87	V80-V89	V01-Y98	*
G12.9	G12.9	G12	G10-G13	G00-G99	*
W06.80	W06.8	W06	W00-W19	V01-Y98	*
W25.1	W25.1	W25	W20-W49	V01-Y98	*
W11.88	W11.8	W11	W00-W19	V01-Y98	*
X22.11	X22.1	X22	X20-X29	V01-Y98	*
N00.8	N00.8	N00	N00-N08	N00-N99	*
O41.9	O41.9	O41	O30-O48	O00-O99	*
Y33.9	Y33.9	Y33	Y10-Y34	V01-Y98	*
K26.3	K26.3	K26	K20-K31	K00-K93	*
W20.8	W20.8	W20	W20-W49	V01-Y98	*
X83.42	X83.4	X83	X60-X84	V01-Y98	*
Y17.84	Y17.8	Y17	Y10-Y34	V01-Y98	*
I83.0	I83.0	I83	I80-I89	I00-I99	*
C91.3	C91.3	C91	C81-C96	C00-D48	*
Q36	Q36	Q36	Q35-Q37	Q00-Q99	*
W25.78	W25.7	W25	W20-W49	V01-Y98	*
V76.08	V76.0	V76	V70-V79	V01-Y98	*
Y79	Y79	Y79	Y70-Y82	V01-Y98	*
S59.7	S59.7	S59	S50-S59	S00-T98	*
S97.1	S97.1	S97	S90-S99	S00-T98	*
X26.61	X26.6	X26	X20-X29	V01-Y98	*
X77.6	X77.6	X77	X60-X84	V01-Y98	*
Y11.53	Y11.5	Y11	Y10-Y34	V01-Y98	*
Z24.6	Z24.6	Z24	Z20-Z29	Z00-Z99	*
W89.50	W89.5	W89	W85-W99	V01-Y98	*
R93.0	R93.0	R93	R90-R94	R00-R99	*
Y63.2	Y63.2	Y63	Y60-Y69	V01-Y98	*
C54.2	C54.2	C54	C51-C58	C00-D48	*
X93.88	X93.8	X93	X85-Y09	V01-Y98	*
Q78.2	Q78.2	Q78	Q65-Q79	Q00-Q99	*
Z71.5	Z71.5	Z71	Z70-Z76	Z00-Z99	*
T18.4	T18.4	T18	T15-T19	S00-T98	*
V96.99	V96.9	V96	V95-V97	V01-Y98	*
V63.69	V63.6	V63	V60-V69	V01-Y98	*
X67.32	X67.3	X67	X60-X84	V01-Y98	*
V50.99	V50.9	V50	V50-V59	V01-Y98	*
W67.64	W67.6	W67	W65-W74	V01-Y98	*
X31.80	X31.8	X31	X30-X39	V01-Y98	*
V73.71	V73.7	V73	V70-V79	V01-Y98	*
W05.33	W05.3	W05	W00-W19	V01-Y98	*
M99.1	M99.1	M99	M95-M99	M00-M99	*
W94.01	W94.0	W94	W85-W99	V01-Y98	*
S92.0	S92.0	S92	S90-S99	S00-T98	*
V59.81	V59.8	V59	V50-V59	V01-Y98	*
C72.0	C72.0	C72	C69-C72	C00-D48	*
F16.52	F16.5	F16	F10-F19	F00-F99	*
W69.5	W69.5	W69	W65-W74	V01-Y98	*
Y31.11	Y31.1	Y31	Y10-Y34	V01-Y98	*
W06.11	W06.1	W06	W00-W19	V01-Y98	*
Z47.0	Z47.0	Z47	Z40-Z54	Z00-Z99	*
W50.53	W50.5	W50	W50-W64	V01-Y98	*
V23.39	V23.3	V23	V20-V29	V01-Y98	*
X69.44	X69.4	X69	X60-X84	V01-Y98	*
M08	M08	M08	M05-M14	M00-M99	*
T46.1	T46.1	T46	T36-T50	S00-T98	*
W70.08	W70.0	W70	W65-W74	V01-Y98	*
Z42.0	Z42.0	Z42	Z40-Z54	Z00-Z99	*
X72.74	X72.7	X72	X60-X84	V01-Y98	*
A36	A36	A36	A30-A49	A00-B99	*
L01.0	L01.0	L01	L00-L08	L00-L99	*
V21.54	V21.5	V21	V20-V29	V01-Y98	*
X76.81	X76.8	X76	X60-X84	V01-Y98	*
V17.98	V17.9	V17	V10-V19	V01-Y98	*
W75.82	W75.8	W75	W75-W84	V01-Y98	*
Y31.51	Y31.5	Y31	Y10-Y34	V01-Y98	*
W89.01	W89.0	W89	W85-W99	V01-Y98	*
X20.64	X20.6	X20	X20-X29	V01-Y98	*
X08.08	X08.0	X08	X00-X09	V01-Y98	*
V96.9	V96.9	V96	V95-V97	V01-Y98	*
F53.8	F53.8	F53	F50-F59	F00-F99	*
W57.29	W57.2	W57	W50-W64	V01-Y98	*
Z51	Z51	Z51	Z40-Z54	Z00-Z99	*
W66.40	W66.4	W66	W65-W74	V01-Y98	*
O66.9	O66.9	O66	O60-O75	O00-O99	*
W40.21	W40.2	W40	W20-W49	V01-Y98	*
X28.90	X28.9	X28	X20-X29	V01-Y98	*
V72.69	V72.6	V72	V70-V79	V01-Y98	*
X42.7	X42.7	X42	X40-X49	V01-Y98	*
R61.9	R61.9	R61	R50-R69	R00-R99	*
G53.8	G53.8	G53	G50-G59	G00-G99	*
X88.49	X88.4	X88	X85-Y09	V01-Y98	*
Y16.24	Y16.2	Y16	Y10-Y34	V01-Y98	*
V05.12	V05.1	V05	V01-V09	V01-Y98	*
W20.9	W20.9	W20	W20-W49	V01-Y98	*
Z65.4	Z65.4	Z65	Z55-Z65	Z00-Z99	*
V66.44	V66.4	V66	V60-V69	V01-Y98	*
Z10.1	Z10.1	Z10	Z00-Z13	Z00-Z99	*
I01.0	I01.0	I01	I00-I02	I00-I99	*
W38.53	W38.5	W38	W20-W49	V01-Y98	*
B23.8	B23.8	B23	B20-B24	A00-B99	*
M94	M94	M94	M91-M94	M00-M99	*
X95.03	X95.0	X95	X85-Y09	V01-Y98	*
D21.9	D21.9	D21	D10-D36	C00-D48	*
M01.1	M01.1	M01	M00-M03	M00-M99	*
X17.64	X17.6	X17	X10-X19	V01-Y98	*
C25.4	C25.4	C25	C15-C26	C00-D48	*
W52.88	W52.8	W52	W50-W64	V01-Y98	*
Q66.2	Q66.2	Q66	Q65-Q79	Q00-Q99	*
Y06.11	Y06.1	Y06	X85-Y09	V01-Y98	*
Y23.99	Y23.9	Y23	Y10-Y34	V01-Y98	*
V80.31	V80.3	V80	V80-V89	V01-Y98	*
W57.28	W57.2	W57	W50-W64	V01-Y98	*
X40.53	X40.5	X40	X40-X49	V01-Y98	*
X17.88	X17.8	X17	X10-X19	V01-Y98	*
X80.72	X80.7	X80	X60-X84	V01-Y98	*
Q26	Q26	Q26	Q20-Q28	Q00-Q99	*
V58.20	V58.2	V58	V50-V59	V01-Y98	*
W07.7	W07.7	W07	W00-W19	V01-Y98	*
V38.30	V38.3	V38	V30-V39	V01-Y98	*
W79.32	W79.3	W79	W75-W84	V01-Y98	*
X47.92	X47.9	X47	X40-X49	V01-Y98	*
Y20.28	Y20.2	Y20	Y10-Y34	V01-Y98	*
O80.0	O80.0	O80	O80-O84	O00-O99	*
Y04.44	Y04.4	Y04	X85-Y09	V01-Y98	*
W17.04	W17.0	W17	W00-W19	V01-Y98	*
L20.8	L20.8	L20	L20-L30	L00-L99	*
S15.3	S15.3	S15	S10-S19	S00-T98	*
V76.69	V76.6	V76	V70-V79	V01-Y98	*
Y29	Y29	Y29	Y10-Y34	V01-Y98	*
X10.48	X10.4	X10	X10-X19	V01-Y98	*
X35.79	X35.7	X35	X30-X39	V01-Y98	*
Y16.14	Y16.1	Y16	Y10-Y34	V01-Y98	*
X94.90	X94.9	X94	X85-Y09	V01-Y98	*
D07.3	D07.3	D07	D00-D09	C00-D48	*
V60.40	V60.4	V60	V60-V69	V01-Y98	*
F98.3	F98.3	F98	F90-F98	F00-F99	*
Y65.0	Y65.0	Y65	Y60-Y69	V01-Y98	*
V16.13	V16.1	V16	V10-V19	V01-Y98	*
W91.04	W91.0	W91	W85-W99	V01-Y98	*
V53.60	V53.6	V53	V50-V59	V01-Y98	*
W50.0	W50.0	W50	W50-W64	V01-Y98	*
Q34.1	Q34.1	Q34	Q30-Q34	Q00-Q99	*
T02.1	T02.1	T02	T00-T07	S00-T98	*
W05.63	W05.6	W05	W00-W19	V01-Y98	*
D25.1	D25.1	D25	D10-D36	C00-D48	*
X33.31	X33.3	X33	X30-X39	V01-Y98	*
W05.5	W05.5	W05	W00-W19	V01-Y98	*
S72.81	S72.8	S72	S70-S79	S00-T98	*
X44.83	X44.8	X44	X40-X49	V01-Y98	*
X97.39	X97.3	X97	X85-Y09	V01-Y98	*
X23.01	X23.0	X23	X20-X29	V01-Y98	*
V39.0	V39.0	V39	V30-V39	V01-Y98	*
X86.58	X86.5	X86	X85-Y09	V01-Y98	*
Y29.12	Y29.1	Y29	Y10-Y34	V01-Y98	*
X20.31	X20.3	X20	X20-X29	V01-Y98	*
X21.83	X21.8	X21	X20-X29	V01-Y98	*
E26	E26	E26	E20-E35	E00-E90	*
C81.3	C81.3	C81	C81-C96	C00-D48	*
X59.50	X59.5	X59	X58-X59	V01-Y98	*
Y44.3	Y44.3	Y44	Y40-Y59	V01-Y98	*
W30.82	W30.8	W30	W20-W49	V01-Y98	*
W08.02	W08.0	W08	W00-W19	V01-Y98	*
Q39.0	Q39.0	Q39	Q38-Q45	Q00-Q99	*
V83.58	V83.5	V83	V80-V89	V01-Y98	*
X61.29	X61.2	X61	X60-X84	V01-Y98	*
V31.23	V31.2	V31	V30-V39	V01-Y98	*
W85.44	W85.4	W85	W85-W99	V01-Y98	*
X84.74	X84.7	X84	X60-X84	V01-Y98	*
W06.12	W06.1	W06	W00-W19	V01-Y98	*
V60.33	V60.3	V60	V60-V69	V01-Y98	*
W37.73	W37.7	W37	W20-W49	V01-Y98	*
V14.28	V14.2	V14	V10-V19	V01-Y98	*
X71.78	X71.7	X71	X60-X84	V01-Y98	*
O82.0	O82.0	O82	O80-O84	O00-O99	*
W39.60	W39.6	W39	W20-W49	V01-Y98	*
W52.48	W52.4	W52	W50-W64	V01-Y98	*
V40.9	V40.9	V40	V40-V49	V01-Y98	*
T28.5	T28.5	T28	T26-T28	S00-T98	*
D50.8	D50.8	D50	D50-D53	D50-D89	*
F45.2	F45.2	F45	F40-F49	F00-F99	*
X21.68	X21.6	X21	X20-X29	V01-Y98	*
V46.29	V46.2	V46	V40-V49	V01-Y98	*
X36.6	X36.6	X36	X30-X39	V01-Y98	*
C75.5	C75.5	C75	C73-C75	C00-D48	*
M77.0	M77.0	M77	M70-M79	M00-M99	*
V84.01	V84.0	V84	V80-V89	V01-Y98	*
X40.12	X40.1	X40	X40-X49	V01-Y98	*
F16.21	F16.2	F16	F10-F19	F00-F99	*
W23.02	W23.0	W23	W20-W49	V01-Y98	*
W22.71	W22.7	W22	W20-W49	V01-Y98	*
C92.0	C92.0	C92	C81-C96	C00-D48	*
B56.0	B56.0	B56	B50-B64	A00-B99	*
W02.44	W02.4	W02	W00-W19	V01-Y98	*
A18.6	A18.6	A18	A15-A19	A00-B99	*
V80	V80	V80	V80-V89	V01-Y98	*
X06.59	X06.5	X06	X00-X09	V01-Y98	*
W11.50	W11.5	W11	W00-W19	V01-Y98	*
V78.08	V78.0	V78	V70-V79	V01-Y98	*
O69	O69	O69	O60-O75	O00-O99	*
K55.2	K55.2	K55	K55-K63	K00-K93	*
V02.09	V02.0	V02	V01-V09	V01-Y98	*
W12.54	W12.5	W12	W00-W19	V01-Y98	*
W56.74	W56.7	W56	W50-W64	V01-Y98	*
X51.38	X51.3	X51	X50-X57	V01-Y98	*
F14.25	F14.2	F14	F10-F19	F00-F99	*
X38.82	X38.8	X38	X30-X39	V01-Y98	*
T83.0	T83.0	T83	T80-T88	S00-T98	*
O70.1	O70.1	O70	O60-O75	O00-O99	*
Z89.4	Z89.4	Z89	Z80-Z99	Z00-Z99	*
W88.88	W88.8	W88	W85-W99	V01-Y98	*
V37.30	V37.3	V37	V30-V39	V01-Y98	*
X38.31	X38.3	X38	X30-X39	V01-Y98	*
V30.53	V30.5	V30	V30-V39	V01-Y98	*
F52.5	F52.5	F52	F50-F59	F00-F99	*
V33.1	V33.1	V33	V30-V39	V01-Y98	*
W33.89	W33.8	W33	W20-W49	V01-Y98	*
Y08.94	Y08.9	Y08	X85-Y09	V01-Y98	*
K02.3	K02.3	K02	K00-K14	K00-K93	*
X23.4	X23.4	X23	X20-X29	V01-Y98	*
W41.91	W41.9	W41	W20-W49	V01-Y98	*
O84.9	O84.9	O84	O80-O84	O00-O99	*
W93.88	W93.8	W93	W85-W99	V01-Y98	*
V01	V01	V01	V01-V09	V01-Y98	*
X51.9	X51.9	X51	X50-X57	V01-Y98	*
F11.07	F11.0	F11	F10-F19	F00-F99	*
Y16.9	Y16.9	Y16	Y10-Y34	V01-Y98	*
X82.13	X82.1	X82	X60-X84	V01-Y98	*
W83.70	W83.7	W83	W75-W84	V01-Y98	*
X24.54	X24.5	X24	X20-X29	V01-Y98	*
Y33.11	Y33.1	Y33	Y10-Y34	V01-Y98	*
V43.41	V43.4	V43	V40-V49	V01-Y98	*
V73.14	V73.1	V73	V70-V79	V01-Y98	*
X95.88	X95.8	X95	X85-Y09	V01-Y98	*
V64.50	V64.5	V64	V60-V69	V01-Y98	*
W54.10	W54.1	W54	W50-W64	V01-Y98	*
X36.38	X36.3	X36	X30-X39	V01-Y98	*
V72.50	V72.5	V72	V70-V79	V01-Y98	*
X49.58	X49.5	X49	X40-X49	V01-Y98	*
W83.41	W83.4	W83	W75-W84	V01-Y98	*
X65.51	X65.5	X65	X60-X84	V01-Y98	*
Y04.10	Y04.1	Y04	X85-Y09	V01-Y98	*
X91.82	X91.8	X91	X85-Y09	V01-Y98	*
W08.52	W08.5	W08	W00-W19	V01-Y98	*
X54.20	X54.2	X54	X50-X57	V01-Y98	*
W88.68	W88.6	W88	W85-W99	V01-Y98	*
V82.69	V82.6	V82	V80-V89	V01-Y98	*
W84.1	W84.1	W84	W75-W84	V01-Y98	*
W70.64	W70.6	W70	W65-W74	V01-Y98	*
X05.70	X05.7	X05	X00-X09	V01-Y98	*
V97.01	V97.0	V97	V95-V97	V01-Y98	*
S06.81	S06.8	S06	S00-S09	S00-T98	*
W44.39	W44.3	W44	W20-W49	V01-Y98	*
V34.38	V34.3	V34	V30-V39	V01-Y98	*
W77.41	W77.4	W77	W75-W84	V01-Y98	*
W78.6	W78.6	W78	W75-W84	V01-Y98	*
O01.1	O01.1	O01	O00-O08	O00-O99	*
X65.61	X65.6	X65	X60-X84	V01-Y98	*
X57.43	X57.4	X57	X50-X57	V01-Y98	*
X48.21	X48.2	X48	X40-X49	V01-Y98	*
V83.91	V83.9	V83	V80-V89	V01-Y98	*
M46.9	M46.9	M46	M45-M49	M00-M99	*
X05.98	X05.9	X05	X00-X09	V01-Y98	*
X62.7	X62.7	X62	X60-X84	V01-Y98	*
V66.79	V66.7	V66	V60-V69	V01-Y98	*
A54.9	A54.9	A54	A50-A64	A00-B99	*
S70.0	S70.0	S70	S70-S79	S00-T98	*
X75.74	X75.7	X75	X60-X84	V01-Y98	*
B02.7	B02.7	B02	B00-B09	A00-B99	*
Q21.3	Q21.3	Q21	Q20-Q28	Q00-Q99	*
Y33.4	Y33.4	Y33	Y10-Y34	V01-Y98	*
V66.10	V66.1	V66	V60-V69	V01-Y98	*
E27.0	E27.0	E27	E20-E35	E00-E90	*
V35.42	V35.4	V35	V30-V39	V01-Y98	*
Z09	Z09	Z09	Z00-Z13	Z00-Z99	*
E84.8	E84.8	E84	E70-E90	E00-E90	*
V73.42	V73.4	V73	V70-V79	V01-Y98	*
H03.0	H03.0	H03	H00-H06	H00-H59	*
T15.9	T15.9	T15	T15-T19	S00-T98	*
X84.5	X84.5	X84	X60-X84	V01-Y98	*
W13.71	W13.7	W13	W00-W19	V01-Y98	*
Y13.88	Y13.8	Y13	Y10-Y34	V01-Y98	*
X79.94	X79.9	X79	X60-X84	V01-Y98	*
W93.00	W93.0	W93	W85-W99	V01-Y98	*
W59.51	W59.5	W59	W50-W64	V01-Y98	*
X17.81	X17.8	X17	X10-X19	V01-Y98	*
Y11.9	Y11.9	Y11	Y10-Y34	V01-Y98	*
P55	P55	P55	P50-P61	P00-P96	*
S26.0	S26.0	S26	S20-S29	S00-T98	*
X58.49	X58.4	X58	X58-X59	V01-Y98	*
W70.98	W70.9	W70	W65-W74	V01-Y98	*
B46.1	B46.1	B46	B35-B49	A00-B99	*
X50.73	X50.7	X50	X50-X57	V01-Y98	*
V63.03	V63.0	V63	V60-V69	V01-Y98	*
E28.0	E28.0	E28	E20-E35	E00-E90	*
J67.1	J67.1	J67	J60-J70	J00-J99	*
W91.10	W91.1	W91	W85-W99	V01-Y98	*
W56.61	W56.6	W56	W50-W64	V01-Y98	*
X35.32	X35.3	X35	X30-X39	V01-Y98	*
K03.4	K03.4	K03	K00-K14	K00-K93	*
X72.7	X72.7	X72	X60-X84	V01-Y98	*
W50	W50	W50	W50-W64	V01-Y98	*
V94.99	V94.9	V94	V90-V94	V01-Y98	*
W70.80	W70.8	W70	W65-W74	V01-Y98	*
V53.70	V53.7	V53	V50-V59	V01-Y98	*
W17.41	W17.4	W17	W00-W19	V01-Y98	*
W57.3	W57.3	W57	W50-W64	V01-Y98	*
W31.81	W31.8	W31	W20-W49	V01-Y98	*
M41.3	M41.3	M41	M40-M43	M00-M99	*
X86.89	X86.8	X86	X85-Y09	V01-Y98	*
R93.7	R93.7	R93	R90-R94	R00-R99	*
Y33.98	Y33.9	Y33	Y10-Y34	V01-Y98	*
W24.38	W24.3	W24	W20-W49	V01-Y98	*
X21.53	X21.5	X21	X20-X29	V01-Y98	*
S52.7	S52.7	S52	S50-S59	S00-T98	*
X60.71	X60.7	X60	X60-X84	V01-Y98	*
Z36.3	Z36.3	Z36	Z30-Z39	Z00-Z99	*
W67	W67	W67	W65-W74	V01-Y98	*
H50.3	H50.3	H50	H49-H52	H00-H59	*
Q52.7	Q52.7	Q52	Q50-Q56	Q00-Q99	*
X84.90	X84.9	X84	X60-X84	V01-Y98	*
Y14.11	Y14.1	Y14	Y10-Y34	V01-Y98	*
W32.40	W32.4	W32	W20-W49	V01-Y98	*
V03.11	V03.1	V03	V01-V09	V01-Y98	*
Y17.78	Y17.7	Y17	Y10-Y34	V01-Y98	*
M30.2	M30.2	M30	M30-M36	M00-M99	*
W11.69	W11.6	W11	W00-W19	V01-Y98	*
Q38.3	Q38.3	Q38	Q38-Q45	Q00-Q99	*
X01.00	X01.0	X01	X00-X09	V01-Y98	*
X54.54	X54.5	X54	X50-X57	V01-Y98	*
V32.08	V32.0	V32	V30-V39	V01-Y98	*
X08.93	X08.9	X08	X00-X09	V01-Y98	*
X00.89	X00.8	X00	X00-X09	V01-Y98	*
X82.42	X82.4	X82	X60-X84	V01-Y98	*
X13.64	X13.6	X13	X10-X19	V01-Y98	*
W65.09	W65.0	W65	W65-W74	V01-Y98	*
X63.88	X63.8	X63	X60-X84	V01-Y98	*
A23.0	A23.0	A23	A20-A28	A00-B99	*
X71.59	X71.5	X71	X60-X84	V01-Y98	*
V74.1	V74.1	V74	V70-V79	V01-Y98	*
N99.5	N99.5	N99	N99-N99	N00-N99	*
X48.02	X48.0	X48	X40-X49	V01-Y98	*
C66	C66	C66	C64-C68	C00-D48	*
O48	O48	O48	O30-O48	O00-O99	*
X66.51	X66.5	X66	X60-X84	V01-Y98	*
W43.33	W43.3	W43	W20-W49	V01-Y98	*
V70-V79	V70-V79	V70-V79	V70-V79	V01-Y98	*
C05.9	C05.9	C05	C00-C14	C00-D48	*
V38.02	V38.0	V38	V30-V39	V01-Y98	*
S05.7	S05.7	S05	S00-S09	S00-T98	*
P61.5	P61.5	P61	P50-P61	P00-P96	*
V46.02	V46.0	V46	V40-V49	V01-Y98	*
H51.2	H51.2	H51	H49-H52	H00-H59	*
X65.32	X65.3	X65	X60-X84	V01-Y98	*
X76.50	X76.5	X76	X60-X84	V01-Y98	*
F93	F93	F93	F90-F98	F00-F99	*
X81.30	X81.3	X81	X60-X84	V01-Y98	*
V69.49	V69.4	V69	V60-V69	V01-Y98	*
X46.24	X46.2	X46	X40-X49	V01-Y98	*
W55.42	W55.4	W55	W50-W64	V01-Y98	*
S05.4	S05.4	S05	S00-S09	S00-T98	*
A37	A37	A37	A30-A49	A00-B99	*
Y03.54	Y03.5	Y03	X85-Y09	V01-Y98	*
X14.69	X14.6	X14	X10-X19	V01-Y98	*
F11.01	F11.0	F11	F10-F19	F00-F99	*
X57.03	X57.0	X57	X50-X57	V01-Y98	*
O06.2	O06.2	O06	O00-O08	O00-O99	*
V19.19	V19.1	V19	V10-V19	V01-Y98	*
C00.0	C00.0	C00	C00-C14	C00-D48	*
X11.24	X11.2	X11	X10-X19	V01-Y98	*
V58.43	V58.4	V58	V50-V59	V01-Y98	*
S50.0	S50.0	S50	S50-S59	S00-T98	*
V75.40	V75.4	V75	V70-V79	V01-Y98	*
D13.6	D13.6	D13	D10-D36	C00-D48	*
W60.72	W60.7	W60	W50-W64	V01-Y98	*
W41.68	W41.6	W41	W20-W49	V01-Y98	*
W23.33	W23.3	W23	W20-W49	V01-Y98	*
X79.29	X79.2	X79	X60-X84	V01-Y98	*
Q61.8	Q61.8	Q61	Q60-Q64	Q00-Q99	*
V63.20	V63.2	V63	V60-V69	V01-Y98	*
X31.44	X31.4	X31	X30-X39	V01-Y98	*
C10.2	C10.2	C10	C00-C14	C00-D48	*
Y19.88	Y19.8	Y19	Y10-Y34	V01-Y98	*
W59.9	W59.9	W59	W50-W64	V01-Y98	*
W59.90	W59.9	W59	W50-W64	V01-Y98	*
W68.79	W68.7	W68	W65-W74	V01-Y98	*
Y04.50	Y04.5	Y04	X85-Y09	V01-Y98	*
N81.4	N81.4	N81	N80-N98	N00-N99	*
H43.2	H43.2	H43	H43-H45	H00-H59	*
V78.03	V78.0	V78	V70-V79	V01-Y98	*
X57.83	X57.8	X57	X50-X57	V01-Y98	*
X89.04	X89.0	X89	X85-Y09	V01-Y98	*
X61.43	X61.4	X61	X60-X84	V01-Y98	*
G57.2	G57.2	G57	G50-G59	G00-G99	*
Y83.0	Y83.0	Y83	Y83-Y84	V01-Y98	*
V63.21	V63.2	V63	V60-V69	V01-Y98	*
W25.04	W25.0	W25	W20-W49	V01-Y98	*
W84.91	W84.9	W84	W75-W84	V01-Y98	*
X04.28	X04.2	X04	X00-X09	V01-Y98	*
Y33.58	Y33.5	Y33	Y10-Y34	V01-Y98	*
D83	D83	D83	D80-D89	D50-D89	*
Y14.70	Y14.7	Y14	Y10-Y34	V01-Y98	*
X49.41	X49.4	X49	X40-X49	V01-Y98	*
Z96.7	Z96.7	Z96	Z80-Z99	Z00-Z99	*
W02.63	W02.6	W02	W00-W19	V01-Y98	*
X64.80	X64.8	X64	X60-X84	V01-Y98	*
X27.82	X27.8	X27	X20-X29	V01-Y98	*
M43.3	M43.3	M43	M40-M43	M00-M99	*
W90.43	W90.4	W90	W85-W99	V01-Y98	*
W01	W01	W01	W00-W19	V01-Y98	*
X21.01	X21.0	X21	X20-X29	V01-Y98	*
Q98.2	Q98.2	Q98	Q90-Q99	Q00-Q99	*
X69.30	X69.3	X69	X60-X84	V01-Y98	*
G37.0	G37.0	G37	G35-G37	G00-G99	*
V18.1	V18.1	V18	V10-V19	V01-Y98	*
D14.0	D14.0	D14	D10-D36	C00-D48	*
